reporting_year,facility_id,facility_name,city,state,zip_code,latitude,longitude,primary_naics_code,industry_type_subparts,industry_type_sectors,total_reported_direct_emissions_mtco2e,continuous_emissions_monitoring,source_system,evidence_class,data_classification
2023,1000001,PSE Ferndale Generating Station,FERNDALE,WA,98248,48.828707,-122.685533,221112,D,Power Plants,715257.16,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000002,Ardagh Glass Inc. (Dunkirk),DUNKIRK,IN,47336,40.371053,-85.198134,327213,"C,N",Minerals,116955.04,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000003,Ardagh Glass Inc. (Henderson),Henderson,NC,27537,36.291066,-78.391883,327213,"C,N",Minerals,77625.44,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000005,Ardagh Glass Inc. (Madera),MADERA,CA,93637,36.92375,-120.10151,327213,"C,N",Minerals,71574.356,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000007,AMERICAN GYPSUM - BERNALILLO (WALLBOARD) PLANT,BERNALILLO,NM,87004,35.330083,-106.5275,327420,C,Minerals,15755.34,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000010,SANTA ROSA CENTRAL LANDFILL,MILTON,FL,32583,30.5804,-87.0621,562212,HH,Waste,196274.75,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000015,"TYSON FARMS, INC.",WILKESBORO,NC,28697,36.143889,-81.163333,311615,C,Other,21782.966,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000016,TYSON FARMS INCORPORATED HARMONY,HARMONY,NC,28634,35.95458,-80.72108,311613,C,Other,40292.548,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000017,BASF CORPORATION,PALMYRA,MO,63461,39.834118,-91.436791,325320,C,Chemicals,128734.616,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000019,WESTERN SUGAR COMPANY,SCOTTSBLUFF,NE,69361,41.85942,-103.633,311313,"C,S",Minerals,168917.572,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000020,Ardagh Glass Inc. (Port Allegany),PORT ALLEGANY,PA,16743,41.81787,-78.28699,327213,"C,N",Minerals,61642.128,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000021,Ardagh Glass Inc. (Ruston),SIMSBORO,LA,71275,32.543572,-92.766871,327213,"C,N",Minerals,22864.888,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000022,ISP TECHNOLOGIES TEXAS CITY PLANT,TEXAS CITY,TX,77590,29.428586,-94.968558,325199,C,Chemicals,35437.916,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000023,Ardagh Glass Inc. (Sapulpa),SAPULPA,OK,74066,36.009924,-96.099233,327213,"C,N",Minerals,97579.996,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000024,Ardagh Glass Inc. (Seattle),SEATTLE,WA,98134,47.551767,-122.337152,327213,"C,N",Minerals,44364.372,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000025,PLACID REFINING CO LLC - PORT ALLEN REFINERY,PORT ALLEN,LA,70767,30.475803,-91.208107,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",655592.234,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000026,Ardagh Glass Inc. (Wilson),WILSON,NC,27893,35.7602,-77.8826,327213,"C,N",Minerals,44661.488,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000027,The Children\s Hospital of Philadelphia,Philadelphia,PA,19104,39.94776,-75.19391,622110,C,Other,23736.214,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000028,Ardagh Glass Inc. (Pevely),PEVELY,MO,63070,38.29372,-90.39969,327213,"C,N",Minerals,77742.556,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000029,NUCOR STEEL SEATTLE INC,SEATTLE,WA,98106,47.569331,-122.367332,331110,"C,Q",Metals,82395.852,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000030,US MAGNESIUM LLC,Grantsville,UT,84029,40.913462,-112.734503,331410,C,Metals,13187.234,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000031,Northwest Regional Landfill,Surprise,AZ,85387,33.681904,-112.476438,562212,"C,HH",Waste,95960.134,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000032,KRATON Corporation,BELPRE,OH,45714,39.281072,-81.637901,325212,C,Other,209507.268,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000034,ADM SOYBEAN PROCESSING - DES MOINES,DES MOINES,IA,50313,41.626329,-93.583205,311224,C,Other,108458.352,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000035,THE ANDERSONS MARATHON HOLDINGS LLC,GREENVILLE,OH,45331,40.081111,-84.591667,325193,"C,PP","Other,Suppliers of CO2",197846.056,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000036,UNIVERSITY OF CINCINNATI,CINCINNATI,OH,45219,39.13457,-84.50982,611310,C,Other,172057.794,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000037,TYSON FRESH MEATS INC,Hillsdale,IL,61257,41.5514,-90.2256,311611,"C,II","Other,Waste",34753.392,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000038,TYSON FRESH MEATS,WALLULA,WA,99363,46.13672,-118.91564,311611,"C,II","Other,Waste",100445.238,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000039,GE's Grid Solutions,Charleroi,PA,15022,40.124713,-79.930463,335313,"C,QQ,SS","Import and Export of Equipment Containing Fluorintaed GHGs,Other",1485.8928,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000040,"Tyson Fresh Meats, Inc.- Dakota City, NE",DAKOTA CITY,NE,68731,42.424893,-96.514309,311611,C,Other,62755.848,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000041,WISCONSIN PAPERBOARD,MILWAUKEE,WI,53211,43.06138,-87.89162,322130,C,Pulp and Paper,36086.164,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000042,Eco-Services HOUSTON PLANT,HOUSTON,TX,77012,29.71829,-95.27112,325180,C,Chemicals,24011.76,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000043,Linde Inc Texas City Hydrogen Complex,TEXAS CITY,TX,77590,29.37452,-94.94151,325120,P,Chemicals,1286745.9,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000044,Eco-Services BAYTOWN PLANT,BAYTOWN,TX,77520,29.74877,-95.00277,325180,C,Chemicals,30168.236,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000045,TYSON POULTRY INC.-SEDALIA,SEDALIA,MO,65301,38.75087,-93.326088,311615,"C,II","Other,Waste",94794.952,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000046,BADLANDS SANITARY LANDFILL,MORENO VALLEY,CA,92555,33.9541,-117.1168,562212,HH,Waste,84300.5,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000047,PENOBSCOT ENERGY RECOVERY CO.,ORRINGTON,ME,04474,44.738333,-68.825833,562213,C,Waste,7392.966,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000048,"ALLISON TRANSMISSION, Inc.",INDIANAPOLIS,IN,46222,39.779861,-86.240969,336350,C,Other,26842.806,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000049,Lange,RAPID CITY,SD,57702,44.1212,-103.2608,221112,"C,D",Power Plants,23769.212,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000050,Wygen I,GILLETTE,WY,82718,44.2862,-105.3843,221112,D,Power Plants,799204.982,Y,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000051,"Mariposa Energy, LLC",Byron,CA,94514,37.7965,-121.6049,221112,D,Power Plants,47679.024,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000052,Mesquite Generating Station,ARLINGTON,AZ,85322,33.3451,-112.8638,221112,D,Power Plants,3009090.348,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000053,TEXAS MEDICAL CENTER CENTRAL HEATING AND COOLING SERVICES CORPORATION,HOUSTON,TX,77030,29.703682,-95.396186,221330,C,Power Plants,143672.554,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000056,SPECIALTY MINERALS,ADAMS,MA,01220,42.6432,-73.1135,327410,"C,S",Minerals,104307.134,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000059,Tenaska Kiamichi Generating Station,KIOWA,OK,74553,34.6831,-95.9349,221112,D,Power Plants,2201472.592,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000060,Limon Generating Station,LIMON,CO,80828,39.2038,-103.7005,221112,"C,D",Power Plants,95918.972,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000061,Frank Knutson Station,COMMERCE CITY,CO,80022,39.9414,-104.6817,221112,"C,D",Power Plants,174273.05,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000062,MT JEWETT COMPLEX,KANE,PA,16735,41.7,-78.48,327420,C,Minerals,28851.2157528,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000063,CHIEF ETHANOL FUELS INC,HASTINGS,NE,68901,40.585,-98.318889,325193,C,Other,121110.844,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000064,LONE STAR GAS LIQUIDS,SHAFTER,CA,93263,35.447778,-119.26,211130,"C,W-PROC",Petroleum and Natural Gas Systems,1.0,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000066,"INGOMAR PACKING COMPANY, LLC",LOS BANOS,CA,93635,37.07479,-120.877445,311421,C,Other,96772.036,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000068,Apex Generating Station,LAS VEGAS,NV,89165,36.4178,-114.9622,221112,"C,D",Power Plants,865093.544,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000069,"Wallingford Energy, LLC",Wallingford,CT,06460,41.4486,-72.8358,221112,"C,D",Power Plants,91363.26,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000070,High Desert Power Project,VICTORVILLE,CA,92394,34.5953,-117.3647,221112,"C,D",Power Plants,1585414.324,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000071,York Energy Center,Delta,PA,17314,39.738,-76.3072,221112,"C,D",Power Plants,3566412.528,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000074,"Escondido Energy Center, LLC",ESCONDIDO,CA,92029,33.1261,-117.1172,221112,D,Power Plants,12642.62,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000076,Klamath Energy LLC,Klamath Falls,OR,97603,42.1727,-121.8144,221112,D,Power Plants,100828.276,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000077,"REPUBLIC STEEL, LACKAWANNA",BLASDELL,NY,14219,42.80166,-78.84166,331110,C,Metals,25828.352,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000079,SOUTHERN ILLINOIS UNIVERSITY,CARBONDALE,IL,62901,37.71083,-89.21754,611310,C,Other,121829.162,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000084,Seminole (136),PALATKA,FL,32708,29.7333,-81.6339,221112,"C,D,TT","Power Plants,Waste",5902849.636,Y,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000085,Hartwell Energy Facility,HARTWELL,GA,30643,34.3387,-82.8207,221112,D,Power Plants,136583.844,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000086,Chemours Johnsonville Site,NEW JOHNSONVILLE,TN,37134,36.0419,-87.9753,325130,"C,EE",Chemicals,298109.642,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000087,Energy Center Dover,DOVER,DE,19904,39.1467,-75.5461,221112,"C,D",Power Plants,55477.492,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000088,GSA Central Heating,WASHINGTON,DC,20407,38.8856,-77.0244,221330,C,Power Plants,114503.02,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000089,AdvanSix Resins & Chemicals LLC,PHILADELPHIA,PA,19137,40.0067,-75.0686,325194,C,Chemicals,159664.5,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000090,CITY OF GRAND PRAIRIE LANDFILL,GRAND PRAIRIE,TX,75050,32.771292,-96.96002,562212,HH,Waste,72348.0,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000092,Kneeland Station,Boston,MA,02111,42.35,-71.0583,221330,C,Power Plants,69195.294,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000093,Momentive Performance Materials,WATERFORD,NY,12188,42.8158,-73.6728,325211,"C,TT","Other,Waste",60438.476,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000095,Red Oak Power LLC,SAYREVILLE,NJ,08872,40.4481,-74.3497,221112,"C,D",Power Plants,1228375.468,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000097,Gila River Power Station,Gila Bend,AZ,85337,32.9761,-112.694,221112,D,Power Plants,4049874.344,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000098,"Wise County Power Company, LLC",POOLVILLE,TX,76487,33.0583,-97.9103,221112,D,Power Plants,1279094.96,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000099,Robinson Refinery,Robinson,IL,62454,39.0,-87.7222,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",1826459.498,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000100,Harquahala Generating Company,TONOPAH,AZ,85354,33.4759,-113.1133,221112,D,Power Plants,879564.34,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000101,Athens Generating Company,ATHENS,NY,12015,42.2728,-73.8492,221112,D,Power Plants,705858.184,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000102,Sunrise Power Company,FELLOWS,CA,93224,35.2097,-119.585,221112,D,Power Plants,1082257.115,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000104,FORD MOTOR COMPANY - FORD OHIO ASSEMBLY PLANT,AVON LAKE,OH,44012,41.48346,-82.06112,336110,C,Other,28540.292,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000105,Ardagh Glass Inc. (Dolton),DOLTON,IL,60419,41.642117,-87.599663,327213,"C,N",Minerals,79743.744,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000106,Waterford Plant,WATERFORD,OH,45786,39.5314,-81.7172,221112,"C,D",Power Plants,2063490.052,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000107,Osprey Energy Center,AUBURNDALE,FL,33823,28.0525,-81.8083,221112,D,Power Plants,847667.108,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000108,North 1st,BROOKLYN,NY,11211,40.7168,-73.9665,221112,"C,D",Power Plants,18741.4,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000109,West Lorain,LORAIN,OH,44053,41.4297,-82.2633,221112,"C,D",Power Plants,717758.224,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000110,Midulla Generating Station,BOWLING GREEN,FL,33834,27.6417,-81.9625,221112,"C,D",Power Plants,1069611.784,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000111,Vernon Boulevard,LONG ISLAND CITY,NY,11427,40.7539,-73.9506,221112,"C,D",Power Plants,71108.0,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000112,23rd and 3rd,BROOKLYN,NY,11232,40.663,-74.0,221112,"C,D",Power Plants,31916.132,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000113,Pouch Terminal,STATEN ISLAND,NY,10305,40.6188,-74.069,221112,"C,D",Power Plants,24767.708,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000114,Brentwood,BRENTWOOD,NY,11717,40.787,-73.2933,221112,"C,D",Power Plants,20842.372,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000116,Harlem River Yard,BRONX,NY,10454,40.7989,-73.9147,221112,"C,D",Power Plants,53856.152,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000117,"West Valley Power, LLC",WEST VALLEY CITY,UT,84170,40.6663,-112.031,221112,D,Power Plants,464388.08,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000118,Solway Plant,SOLWAY,MN,56678,47.5444,-95.1297,221112,"C,D",Power Plants,88210.024,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000119,Hoosier Energy Lawrence Co Station,MITCHELL,IN,47446,38.8003,-86.4511,221112,D,Power Plants,25831.756,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000120,Evander Andrews Power Complex,Mountain Home,ID,83647,43.1794,-115.7328,221112,"C,D",Power Plants,331721.02,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000121,Warren F. Sam Beasley Pwr Station,SMYRNA,DE,19977,39.2798,-75.6246,221112,D,Power Plants,11046.996,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000122,"Gilroy Energy Center, LLC for King City",KING CITY,CA,93930,36.225,-121.1278,221112,D,Power Plants,7294.672,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000123,Yuba City Energy Center,YUBA CITY,CA,95993,39.1365,-121.6397,221112,D,Power Plants,28671.744,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000124,US Steel (Clairton Coke),CLAIRTON,PA,15025,40.3097,-79.8819,324199,"C,Q",Metals,769566.246,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000125,Ackerman Combined Cycle,ACKERMAN,MS,39735,33.38,-89.2091,221112,"C,D",Power Plants,927458.714,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000127,Bethlehem Power Plant,BETHLEHEM,PA,18015,40.6175,-75.3147,221112,D,Power Plants,2638013.468,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000128,Indigo Generation Facility,NORTH PALM SPRINGS,CA,92258,33.9114,-116.5533,221112,D,Power Plants,15513.192,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000129,AL Sandersville,WARTHEN,GA,31094,33.1189,-82.8608,221112,D,Power Plants,66585.804,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000130,Hanford Energy Park Peaker,HANFORD,CA,93230,36.2689,-119.6469,221112,D,Power Plants,2302.892,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000131,Bayswater Peaking Facility,FAR ROCKAWAY,NY,11691,40.6106,-73.7614,221112,D,Power Plants,75534.632,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000132,Astoria Gas Turbine Power,ASTORIA,NY,11105,40.7864,-73.9133,221112,D,Power Plants,3836.55,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000133,Pastoria Energy Facility,LEBEC,CA,93243,34.9556,-118.844,221112,D,Power Plants,1800309.128,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000134,US GYPSUM - ALIQUIPPA PLANT,ALIQUIPPA,PA,15001,40.6278,-80.2389,327420,C,Minerals,87869.62,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000135,"LSP University Park, LLC",UNIVERSITY PARK,IL,60466,41.4426,-87.7515,221112,D,Power Plants,105330.058,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
2023,1000136,Riverside Energy Center,BELOIT,WI,53511,42.5835,-89.0351,221112,"C,D",Power Plants,2867896.372,N,US EPA GHGRP,PUBLIC_GOVERNMENT_FACILITY_REFERENCE,PUBLIC_ENVIRONMENTAL_REPORTING
